name,book,rating
"Brysen","Die Brautjungfer. Roman.",4
"Tanique","Neue Leiden Des Jungen",1
"Annali","Mystic River",4
"Haroldine","The Dead Zone",4
"Jarod","Dark Morning",2
"Juanell","The Hot Zone",2
"Keston","The Squire\'s Tale",3
"Bradley","Dream Country",3
"Alannah","Foxfire: Confessions of a Girl Gang",4
"George","Where the Red Fern Grows",2
"Heith","Deepest Water",2
"Jon","The Stone Forest",5
"Jalen","The Da Vinci Code",4
"Joe","Catching Midnight",4
"Robert","Anna\'s Book",4
"Caroline","The Neverending Story",4
"Walterine","The Note - A Novel -",4
"Murphy","The stand",5
"Angelyn","Gap Creek: The Story Of A Marriage",3
"Clifford","Bittersweet Rain",4
"Valery","Written on the Body",4
"Thelma","Lost Light",4
"Dia","Midnight Bayou",4
"Ember","The Firm",3
"Donella","The Monkey\'s Fist",4
"Kelsy","Rita Will: Memoir of a Literary Rabble-Rouser",2
"Jakie","To Say Nothing of the Dog",5
"Janice","The Ten Commandments: The Significance of God\'s Laws in Everyday Life",1
"Brendan","The Teeth of the Tiger",3
"Delfin","The Magic Circle",2
"Clarence","Without Remorse",3
"Joan","Chieftain",4
"Cecelia","Good Poems",4
"Vail","Nerd in Shining Armor",1
"Elanda","The Neverending Story",2
"Yahia","Anthem",4
"Anais","Fair Ball: A Fan\'s Case for Baseball",4
"Haely","Hornet Flight",4
"Joey","Me Talk Pretty One Day",4
"Addisyn","Many Lives, Many Masters",4
"Frances","Mystique",5
"Freddy","The Medusa and the Snail: More Notes of a Biology Watcher",4
"Anthony","The Bourne Ultimatum",4
"Jawuan","Caves of Steel",2
"Shaeleigh","Tender at the Bone: Growing Up at the Table",4
"Lasonya","The Piano Tuner",4
"Fulton","Dinner at the Homesick Restaurant",3
"Samantha","The Tattooed Map",4
"Kayana","Deception Point",4
"Crystal","Prince of Shadows",2
"Anthony","The League of Night and Fog",4
"Angela","Twice Loved",3
"Giles","2010: Odyssey Two",3
"Celestine","At Bertram\'s Hotel",4
"Amanda","Harvesting the Heart",4
"Hugo","The Hot Zone",4
"James","Wizard of the Pigeons",4
"Dianna","This Boy\'s Life: A Memoir",3
"Allie","The Delany Sisters\' Book of Everyday Wisdom",5
"Harry","Mr. Perfect",4
"Christina","Circle of Stones",3
"Jaeli","The Cat Who Knew Shakespeare",5
"Marilin","Visions of Sugar Plums",4
"Johnny","Last Man Standing",4
"Tristan","The Da Vinci Code",5
"Dick","The Known World",3
"Islam","The Tipping Point: How Little Things Can Make a Big Difference",4
"Jadeyn","Pack of Two: The Intricate Bond Between People and Dogs",4
"Artie","Deadly Decisions",4
"Madison","Catwatching",4
"Simar","Searching for David\'s Heart: A Christmas Story",4
"Soledad","Leonard Maltin\'s Movie and Video Guide 1996",4
"Latonya","Mariette in Ecstasy",4
"Syble","Wild Animus",3
"Natalye","The Five People You Meet in Heaven",5
"Arnetta","Prime Cut",4
"Akirah","A Heartbreaking Work of Staggering Genius",4
"Taelor","Etiquette for Outlaws",3
"Alisa","Pen Pals",4
"Caitlynn","Rosehill.",3
"Edmund","A Dog\'s Life",4
"Townsend","Allegra Maud Goldman",2
"Liam","Flabbergasted",4
"Beauford","James Herriot\'s Cat Stories",4
"Ashley","Life of Pi",4
"Berdie","Chasing the Dime",4
"Wayman","Plantation: A Lowcountry Tale",4
"Ronald","Pale Kings and Princes",4
"Mekenzie","Die Versuchung.",5
"Cortney","Hot Money",4
"James","A Walk Across France",5
"Danielle","Coyote Blue",5
"Jonie","Entoverse",2
"Ryan","Mistress of Justice",3
"Johnathin","Retrato En Sepia",4
"Ryan","Stuffed: Adventures of a Restaurant Family",4
"Emma","Starship Titanic",5
"Jett","Slammerkin",2
"Hubert","The Cat Who Came for Christmas",2
"Royce","The Center of Everything",5
"Franceska","The Kingdom by the Sea: A Journey Around Great Britain",4
"Gertrude","The Dead Zone",3
"Mery","Fight Club",5
"Jamillah","The Cardinal of the Kremlin",2
"Aydon","The Schwarzbein Principle: The Truth About Losing Weight, Being Healthy, and Feeling Younger",3
"Carolyn","California Fire and Life",3
"Ellsworth","The Bonfire of the Vanities",4
"Melvin","Factoring Humanity",4
"Kelly","Essential Rumi",5
"Tonie","The Horse Whisperer",4
"Kate","Neverwhere",5
"Annette","Keeper of the Dream",5
"James","Chromosome 6",4
"Annamae","Running with Scissors",1
"Eliu","Simply Divine",3
"Jill","The Client",3
"Maryan","Life 101: Everything We Wish We Had Learned in High School-But Didn\'t",2
"Riad","Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",2
"Maudie","Sarah\'s Window",4
"Sylvia","An Uncommon Scold",5
"Evelynn","Five Days in Summer",4
"Isabelle","The Long Road Home",4
"Johnathan","The Da Vinci Code",5
"Anita","Bad Haircut: Stories of the Seventies",4
"John","Robert Ludlum\'s The Bourne Legacy",4
"Griselda","Quick Red Fox",3
"Hayli","Good Omens",3
"Casimira","Killing Orders",2
"Edward","Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market",4
"Anouk","Chocolate: The Consuming Passion",3
"Rakiya","Bag of Bones",5
"Mackinzie","Death of a Dentist",3
"Shanan","Memorial del Convento",3
"Jason","A Heart So Wild",4
"Patty","The Tommyknockers",2
"Kahlie","Walking to Mercury",3
"Edison","A Heart of Stone",2
"Kirra","Tell No One",3
"Valentina","A Natural History of the Senses",5
"Ivory","Neverwhere",2
"Stephene","A Painted House",4
"Melanie","The Association",4
"William","Checklists for Life: 104 Lists to Help You Get Organized, Save Time, and Unclutter Your Life",3
"Elizebeth","Death Duty",3
"Nathan","Wild Animus",2
"James","Three Wishes",2
"Jaun","My Legendary Girlfriend",2
"Areyanna","Truly, Madly Manhattan",3
"Candyce","Die wilde Geschichte vom Wassertrinker. Roman.",4
"Yamilet","Daughter of Fortune",3
"James","The Lady and the Unicorn",4
"Crista","The First Law",3
"Susan","The Four Loves",4
"Lena","Beauty\'s Release",2
"Frank","Nobody\'s Baby But Mine",4
"Amylynn","The Wind-Up Bird Chronicle",4
"Lema","Blackberry Wine",1
"Sherry","Just Cause",4
"Cindy","Dancing Girls: And Other Stories",3
"Rodrick","The Palace of Dreams",3
"Casondra","The Visitation",2
"Marissa","Letters from the Earth",2
"Dorothy","The Lathe of Heaven",3
"Gerad","A Child Called ""It"": One Child\'s Courage to Survive",5
"Lashaun","Spindle\'s End",5
"Julie","Build A Better Life By Stealing Office Supplies",4
"Steven","The Cat Who Could Read Backwards",4
"Chasidy","Jackdaws",4
"Clifford","Envy",2
"Jonda","The Callahan Touch",2
"Skylar","Just Hand over the Chocolate and No One Will Get Hurt",4
"Evelyn","Restless: A Ghost\'s Story",5
"Imanie","Don\'t Stand Too Close to a Naked Man",2
"Jlynn","Eva Luna.",3
"Ivory","If Beale Street Could Talk",3
"Saachi","Wild Animus",1
"Makye","Fox\'s Earth",4
"Elyce","The Arrivals",4
"Charnise","Good Omens",3
"Loran","Faking It",4
"Emilio","Hemlock Bay",2
"Earnest","Aftershocks",1
"Karleigh","Waterdance",4
"Duwayne","The Physician",5
"Lallie","Prime Witness",4
"Cloyd","The Dead Zone",2
"Dianna","Stormy Weather",5
"John","Song of Her Heart",4
"Redell","Fortunes of War",4
"Kerria","Degree of Guilt",3
"Durwood","October Song",4
"Traci","Meditations for Women Who Do Too Much - 10th Anniversary",3
"Wilmer","Unnatural Exposure",5
"Verda","A Royal Duty",3
"Osiel","Deadly Justice",5
"Nakya","Close to Shore: The Terrifying Shark Attacks of 1916",3
"Liborio","The Beach House",5
"Barrett","The Collected Strangers In Paradise",3
"Odessia","Neither Here nor There: Travels in Europe",4
"Alejandra","The Cat Who Sang for the Birds",2
"Donnie","Tropic of Night",4
"Aaron","Count Karlstein",4
"Richard","Murder on a Girls\' Night Out: A Southern Sisters Mystery",3
"Brinda","The Cat Who Came for Christmas",2
"Rukiya","Final Appeal",4
"Mae","L.A. Dead",4
"Timothy","Riley in the Morning",5
"Mason","Cowboys Are My Weakness",3
"Juelz","3rd Rock from the Sun: A Carsey-Werner Production",4
"Aimar","From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings",2
"Lyna","The Hunt for Red October",3
"Ian","10 Lb. Penalty",3
"Monalisa","Born in Fire",4
"Carl","A Perfect Day",5
"Deacon","Beyond the Threshold of Death",4
"Johathan","Hit Man",3
"Alexandria","Did You Get the Vibe?",5
"Daniell","Dude, Where\'s My Country?",4
"Marquia","What Are You Like?",3
"Keyshawn","The Girls\' Guide to Hunting and Fishing",3
"Loralyn","The Crimson Petal and the White",4
"Tessia","Le Guide galactique, tome 1",5
"Gerrald","Hearts In Atlantis",4
"Ardella","The Botany of Desire: A Plant\'s-Eye View of the World",4
"Jacob","Cordina\'s Crown Jewel",2
"Ronald","1066: The Year of the Conquest",4
"Alberta","The Pelican Brief",4
"Nickolas","Sweet Liar",4
"Michael","Foul Matter",4
"Lisia","Pop Goes the Weasel",4
"Fredrick","Scrooge Wore Spurs",3
"John","Three Nights...",4
"Amauri","Chocolat. Das Buch zum Film.",3
"Nicholas","Voice of the Heart",5
"Josephine","Double Sin and Other Stories",4
"Clifton","The Journeys of Frodo",4
"Mark","100 Great Fantasy Short, Short Stories",4
"Kameran","Falling Leaves: The True Story of an Unwanted Chinese Daughter",4
"Destiny","Higher Authority",4
"Ruben","Wie ein Vogel im Aquarium. Aus dem Leben eines Managers.",3
"Dillan","Street Dreams",4
"Kathleen","The Ice House",4
"Lana","Welcome to Temptation",2
"Brian","Crystal Line",4
"Jeb","Strip Tease",3
"Inza","Fat Girls and Lawn Chairs",5
"Melody","A Painted House",5
"Arthur","On Mystic Lake",3
"Rhoda","Suzanne\'s Diary for Nicholas",3
"Donnald","The Cereal Murders",3
"Charity","All the Time in the World",3
"Dayna","Winter Prey",4
"Lana","Dr. Ernest Drake\'s Dragonology: The Complete Book of Dragons",5
"Ernesto","\'Salem\'s Lot",5
"Kelita","Beyond Recognition",4
"Benjiman","The Postman",2
"Bridget","The Family Tree",4
"Yomira","Stupeur Et Tremblements",4
"Janira","Red Rabbit",5
"Artisha","There Are Two Errors in the the Title of This Book*: A Sourcebook of Philosophical Puzzles, Paradoxes and Problems",4
"Kynlee","The Street Lawyer",3
"Roel","How the Mind Works",4
"James","Triggerfish Twist",3
"Acacia","Train Go Sorry: Inside a Deaf World",3
"Mary","Last Breath",5
"Beatrice","Mission: Success!",5
"Jewelia","The Crush",5
"Michale","The Laws of Our Fathers",4
"Shatyra","This Boy\'s Life: A Memoir",3
"Jacob","Daring to Dream",2
"Curt","Michael Jackson\'s Beer Companion: The World\'s Great Beer Styles, Gastronomy, and Traditions",3
"Orvel","Cat on the Scent",3
"Louis","American Star",3
"Susette","The Poisonwood Bible",5
"Nelia","Inconvenient Woman",4
"Demarian","A Dangerous Fortune",4
"Piper","Don\'t Squat With Yer Spurs on: A Cowboys Guide to Life",3
"Jaedyn","The Last of the Renshai",4
"Kathleen","See How They Run",4
"Simeon","A Very Long Engagement",4
"Caylee","Jack Maggs",2
"Odin","The Tracker",3
"Iker","Duplicate Keys",3
"Vearl","Walk Two Moons",4
"Bob","The Polished Hoe",4
"Donald","Isaac Asimov\'s Book of Facts: 3,000 Of the Most Interesting, Entertaining, Fascinating, Unbelievable, Unusual and Fantastic Facts",4
"Jaycee","Wilt/Spanish",4
"Mickey","All of Me: A Voluptuous Tale",2
"Socorro","Michelangelo and the Pope\'s Ceiling",5
"James","Cassie.",3
"Essie","First Truth",5
"Claudine","See How They Run",2
"Jackqueline","Everything to Gain",3
"Ewart","The Phantom Tollbooth",5
"Farhan","Lobotomy: Surviving the Ramones",3
"Kyria","Unfit to Practice",2
"Jude","Female Intelligence",3
"James","Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space",2
"Kenneth","Over the Edge",4
"Corrine","Suspicion of Vengeance",3
"Kayson","National Audubon Society North American Birdfeeder Handbook",3
"Vanesa","Bachelorette #1",3
"Ronald","Ringworld Engineers",3
"Tiffani","The List of 7",5
"James","Stealing the Elf-King\'s Roses",4
"Heidi","Brothel: Mustang Ranch and Its Women",4
"Ameria","The Annotated Alice",4
"Isaac","The Caves of Steel",4
"Pamela","The World\'s Tackiest Postcards",3
"Giorgio","Red Rabbit",3
"Kadijah","4 Blondes",2
"Richardo","The Woman Next Door",4
"Amreen","Empire Falls",4
"Jermain","Bone Deep",3
"Dru","Two for the Dough",4
"Jacob","Dream a Little Dream",2
"Anette","A Natural History of the Senses",3
"Ivan","The Widows Club",4
"Rommie","The Art of the Handwritten Note: A Guide to Reclaiming Civilized Communication",1
"George","The Eyes of the Dragon",2
"Ayleen","Nectar in a Sieve",3
"Wilhelmina","The Hundred Secret Senses",4
"Cynthia","Girlfriend 44",3
"Ariel","Die Giftmischer. Horror- Trips und Happy- Ends.",4
"Amias","Swordspoint",5
"Derick","The Millionaires",2
"Marymargaret","Fool on the Hill. Roman.",3
"Verlinda","Der Fluch. Roman.",3
"Zierra","4 Blondes",3
"Aariz","Obstruction of Justice",3
"Tam","Growing rich",4
"Carlye","Doctored Evidence",4
"Raven","To Sir Phillip, With Love",3
"Marion","Rey De Los Pleitos",4
"Lupita","For Whom the Bell Tolls",4
"Zoe","The Last Juror",3
"Daisey","Total Control",4
"Etta","The Namesake",2
"Amere","The HIDDEN LIFE OF DOGS",3
"Shuan","Der Meister und Margarita.",3
"Rogelio","The Bone Vault",3
"Roger","Heroes from the Attic",1
"Alcides","Free",4
"Morton","Trumpet of the Swan",3
"Jesse","The Vor Game",5
"Khari","Beyond The Threshold",3
"Genesi","Artificios",3
"Davan","Adrian Mole, the wilderness years",3
"Landyn","Catch Me If You Can: The True Story of a Real Fake",4
"Kierstin","Dancing Naked in the Mind Field",3
"Lucas","Mortal Fear",4
"Magnolia","The Secret Life of Bees",4
"Sammie","Acceptable Risk",4
"Marney","Extreme Denial",4
"Tiffany","The Blue Sword",5
"Boyd","Where Echoes Live",4
"Blake","Dragonsdawn",5
"Tony","Incident at Twenty-Mile",2
"Jaylee","The Lost Continent: Travels in Small-Town America",4
"Stanly","Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",4
"Johnathan","James Herriot\'s Cat Stories",4
"Aven","Beowulf: A New Verse Translation",4
"Charlton","Fortune\'s Hand",3
"Slyvia","If the Gods Had Meant Us to Vote They Would Have Given Us Candidates",4
"Vernie","Midnight\'s Children",1
"Taelor","If Chins Could Kill: Confessions of a B Movie Actor",3
"James","Catch Me If You Can: The True Story of a Real Fake",5
"Roslin","Seinlanguage",4
"Anna","A Dilly of a Death",3
"Maurisio","Batman: The Ultimate Evil",3
"James","Over the Edge",4
"Gionni","Scruples Two",2
"Manuel","Where the Red Fern Grows",5
"Brayson","Russendisko.",3
"Brenya","TELECOSM: How Infinite Bandwidth will Revolutionize Our World",4
"James","A Good Man Is Hard to Find and Other Stories",2
"Vernon","The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4
"Carolyn","The Northbury Papers",4
"Paris","Digital Fortress",3
"Shawndell","Tracks RI",3
"Cherie","An Indecent Obsession",3
"Creola","An Instance of the Fingerpost",3
"Dorothy","Emmanuel\'s Book: A Manual for Living Comfortably in the Cosmos",4
"Kathie","The Eyes of Darkness",4
"Jay","Young Wives",4
"Khyri","Hideaway",3
"Porter","Roses Are Red",4
"Doshia","Notes From a Small Planet",2
"Kenneth","Carnal Innocence",2
"Freddy","March of Folly: From Troy to Vietnam",4
"Roland","Counterfeit Lady",2
"Karen","Silence of the Lambs",4
"Reegan","Nothing Left over: A Plain and Simple Life",4
"Ervin","The Pink Magnolia Club",3
"Margaret","Screening Party",5
"Yale","Three Fates",5
"James","Mrs. Pollifax Pursued",3
"Pete","Veronika Decides to Die",4
"Damian","In the Forest of Harm",4
"Ranson","Psi/Net",3
"Henrietta","The Rule of Four",3
"Rosalyn","Bleachers",3
"Claudetta","Simple Abundance:  A Daybook of Comfort and Joy",3
"Christiaan","The Cat Who Could Read Backwards",4
"Janelle","Floaters",4
"Ruth","Immortal in Death",5
"Roan","The Avengers: Too Many Targets",3
"Jacob","Sacred Sins",2
"Elisabeth","Lecume Des Jours",3
"Casie","The Last Precinct",4
"Niccolo","Braided Lives",4
"Bernard","The Time Ships",3
"Kaila","Cruel Justice",3
"Lillian","Tempting Fortune",3
"Talik","True Betrayals",4
"Efrain","Uncle Petros and Goldbach\'s Conjecture",4
"Aniylah","Border Music",4
"Jill","Where is Joe Merchant?",4
"October","City of Bones",4
"Zvi","Puerto Vallarta Squeeze",3
"Jill","I Wish I Had a Red Dress",3
"Danette","The Last Juror",3
"Augustine","Night Prey",3
"Rene","A Gentle Feuding",3
"Wilburn","Touching Evil",3
"Raguel","White Crosses",3
"Patty","Act of Violence",4
"Dianne","Bone in the Throat",4
"Ardell","I Capture the Castle",5
"Randon","Generation Golf: Eine Inspektion",3
"Clara","The Hearing",4
"Ann","Still Pumped From Using The Mouse",5
"Kayla","The Fencing Master",3
"Leatha","The Cat Who Played Brahms",2
"Joseph","Duplicate Keys",4
"Jacob","A Year and a Day",2
"Yvetta","Der Grobe Gatsby/the Great Gatsby",4
"Hallee","Point Deception",2
"Anaiyah","Only Forever",1
"James","The Book of Bunny Suicides",2
"Arieanna","The Wind-Up Bird Chronicle",4
"Brian","Dragonsong",4
"Artemis","Xanth 13: Isle of View",4
"Arlando","Soldiers Return Uk",3
"Angelique","The Cider House Rules",4
"Adelbert","The Year of the Death of Ricardo Reis",2
"Hung","Animal Farm",4
"Murlin","Matthew Flinders\' Cat",4
"Feliciano","After Glow",2
"Leanora","Words Fail  Me: What Everyone Who Writes     Should Know about Writing",3
"Chase","Hide Yourself Away",4
"William","Scientific Progress Goes \'Boink\':  A Calvin and Hobbes Collection",4
"Kerin","Die Unertragliche Leichtigkeit des Seins...The Unbearable Lightness of Being",5
"Daelyn","The Girls\' Guide to Hunting and Fishing",3
"Devontay","Power of a Woman",3
"Forrest","Faking It",3
"Jewel","Needful Things",4
"Shila","Le Ceneri Di Angela",4
"Monte","The Highlander\'s Touch",4
"Jozlynn","Empire Falls",1
"Lashondra","Glimmering",3
"Iyla","A Prayer for Owen Meany",5
"Raymie","Searoad: Chronicles of Klatsand",3
"Helmut","Tourist Season",3
"Violeta","Walk Two Moons",5
"Lois","The Cat Who Said Cheese",3
"Neal","The Hot Zone",3
"John","Cowboy Feng\'s Space Bar and Grille",4
"Todd","Homeland and Other Stories",4
"Nannette","The Butcher\'s Theater",2
"Jaiden","Blitzcat",4
"Jerry","Under the Tuscan Sun",4
"Assunta","More Than a Carpenter",3
"Dane","Family Album",2
"Hannah","The Key to Midnight",4
"Mariana","Running from the Law",2
"Jo","Private Pleasures",4
"Britt","Beauty\'s Release",4
"Jennifer","The Indispensable Calvin And Hobbes",4
"Gerald","Cain His Brother",5
"Lucio","The WEDDING",3
"Jeremiah","The Unlikely Ones",4
"Dawnita","Running with Scissors",2
"Kristina","Chasing the Dime",3
"Goldie","Dianetics: The Modern Science of Mental Health",3
"Tou","I Thought My Father Was God: And Other True Tales from NPR\'s National Story Project",5
"Roen","The Bride Stripped Bare",2
"Esabella","Charms for Easy Life",4
"Josue","The Door to December",4
"Lacie","Diary of a Mad Mom-To-Be",4
"Hunter","Monkeys on the Interstate: And Other Tales from America\'s Favorite Zookeeper",4
"Su","The Empty Chair",2
"Talyah","Savage Thunder",5
"Gracie","The Lost Continent: Travels in Small-Town America",3
